"Year","City","Sport","Discipline","NOC","Event","Event.gender","Medal","isgold"
1956,"Cortina d'Ampezzo","Bobsleigh","Bobsleigh","USA","four-man","M","Bronze",FALSE
1956,"Cortina d'Ampezzo","Ice Hockey","Ice Hockey","USA","ice hockey","M","Silver",FALSE
1956,"Cortina d'Ampezzo","Skating","Figure skating","USA","individual","M","Bronze",FALSE
1956,"Cortina d'Ampezzo","Skating","Figure skating","USA","individual","M","Gold",TRUE
1956,"Cortina d'Ampezzo","Skating","Figure skating","USA","individual","M","Silver",FALSE
1956,"Cortina d'Ampezzo","Skating","Figure skating","USA","individual","W","Gold",TRUE
1956,"Cortina d'Ampezzo","Skating","Figure skating","USA","individual","W","Silver",FALSE
1960,"Squaw Valley","Skiing","Alpine Skiing","AUT","downhill","W","Bronze",FALSE
1960,"Squaw Valley","Skiing","Alpine Skiing","AUT","giant slalom","M","Bronze",FALSE
1960,"Squaw Valley","Skiing","Alpine Skiing","AUT","giant slalom","M","Silver",FALSE
1960,"Squaw Valley","Skiing","Alpine Skiing","AUT","slalom","M","Gold",TRUE
1960,"Squaw Valley","Skiing","Alpine Skiing","AUT","slalom","M","Silver",FALSE
1960,"Squaw Valley","Skiing","Ski Jumping","AUT","K90 individual (70m)","M","Bronze",FALSE
1960,"Squaw Valley","Ice Hockey","Ice Hockey","CAN","ice hockey","M","Silver",FALSE
1960,"Squaw Valley","Skating","Figure skating","CAN","individual","M","Bronze",FALSE
1960,"Squaw Valley","Skating","Figure skating","CAN","pairs","X","Gold",TRUE
1960,"Squaw Valley","Skiing","Alpine Skiing","CAN","slalom","W","Gold",TRUE
1960,"Squaw Valley","Skating","Figure skating","EUA","pairs","X","Silver",FALSE
1960,"Squaw Valley","Skating","Speed skating","EUA","1000m","W","Silver",FALSE
1960,"Squaw Valley","Skating","Speed skating","EUA","500m","W","Gold",TRUE
1960,"Squaw Valley","Skiing","Alpine Skiing","EUA","downhill","M","Silver",FALSE
1960,"Squaw Valley","Skiing","Alpine Skiing","EUA","downhill","W","Gold",TRUE
1960,"Squaw Valley","Skiing","Alpine Skiing","EUA","slalom","W","Bronze",FALSE
1960,"Squaw Valley","Skiing","Nordic Combined","EUA","individual","M","Gold",TRUE
1960,"Squaw Valley","Skiing","Ski Jumping","EUA","K90 individual (70m)","M","Gold",TRUE
1960,"Squaw Valley","Biathlon","Biathlon","FIN","20km","M","Silver",FALSE
1960,"Squaw Valley","Skating","Speed skating","FIN","3000m","W","Bronze",FALSE
1960,"Squaw Valley","Skiing","Cross Country S","FIN","15km","M","Bronze",FALSE
1960,"Squaw Valley","Skiing","Cross Country S","FIN","3x5km relay","W","Bronze",FALSE
1960,"Squaw Valley","Skiing","Cross Country S","FIN","4x10km relay","M","Gold",TRUE
1960,"Squaw Valley","Skiing","Cross Country S","FIN","50km","M","Gold",TRUE
1960,"Squaw Valley","Skiing","Cross Country S","FIN","50km","M","Silver",FALSE
1960,"Squaw Valley","Skiing","Ski Jumping","FIN","K90 individual (70m)","M","Silver",FALSE
1960,"Squaw Valley","Skiing","Alpine Skiing","FRA","downhill","M","Bronze",FALSE
1960,"Squaw Valley","Skiing","Alpine Skiing","FRA","downhill","M","Gold",TRUE
1960,"Squaw Valley","Skiing","Alpine Skiing","FRA","slalom","M","Bronze",FALSE
1960,"Squaw Valley","Skiing","Alpine Skiing","ITA","giant slalom","W","Bronze",FALSE
1960,"Squaw Valley","Skating","Figure skating","NED","individual","W","Silver",FALSE
1960,"Squaw Valley","Skating","Speed skating","NED","5000m","M","Bronze",FALSE
1960,"Squaw Valley","Skating","Speed skating","NOR","10000m","M","Gold",TRUE
1960,"Squaw Valley","Skating","Speed skating","NOR","1500m","M","Gold",TRUE
1960,"Squaw Valley","Skating","Speed skating","NOR","5000m","M","Silver",FALSE
1960,"Squaw Valley","Skiing","Cross Country S","NOR","15km","M","Gold",TRUE
1960,"Squaw Valley","Skiing","Cross Country S","NOR","4x10km relay","M","Silver",FALSE
1960,"Squaw Valley","Skiing","Nordic Combined","NOR","individual","M","Silver",FALSE
1960,"Squaw Valley","Skating","Speed skating","POL","1500m","W","Bronze",FALSE
1960,"Squaw Valley","Skating","Speed skating","POL","1500m","W","Silver",FALSE
1960,"Squaw Valley","Skiing","Alpine Skiing","SUI","giant slalom","M","Gold",TRUE
1960,"Squaw Valley","Skiing","Alpine Skiing","SUI","giant slalom","W","Gold",TRUE
1960,"Squaw Valley","Biathlon","Biathlon","SWE","20km","M","Gold",TRUE
1960,"Squaw Valley","Skating","Speed skating","SWE","10000m","M","Bronze",FALSE
1960,"Squaw Valley","Skiing","Cross Country S","SWE","15km","M","Silver",FALSE
1960,"Squaw Valley","Skiing","Cross Country S","SWE","30km mass start","M","Gold",TRUE
1960,"Squaw Valley","Skiing","Cross Country S","SWE","30km mass start","M","Silver",FALSE
1960,"Squaw Valley","Skiing","Cross Country S","SWE","3x5km relay","W","Gold",TRUE
1960,"Squaw Valley","Skiing","Cross Country S","SWE","50km","M","Bronze",FALSE
1960,"Squaw Valley","Skating","Figure skating","TCH","individual","M","Silver",FALSE
1960,"Squaw Valley","Biathlon","Biathlon","URS","20km","M","Bronze",FALSE
1960,"Squaw Valley","Ice Hockey","Ice Hockey","URS","ice hockey","M","Bronze",FALSE
1960,"Squaw Valley","Skating","Speed skating","URS","10000m","M","Silver",FALSE
1960,"Squaw Valley","Skating","Speed skating","URS","1000m","W","Bronze",FALSE
1960,"Squaw Valley","Skating","Speed skating","URS","1000m","W","Gold",TRUE
1960,"Squaw Valley","Skating","Speed skating","URS","1500m","M","Bronze",FALSE
1960,"Squaw Valley","Skating","Speed skating","URS","1500m","M","Gold",TRUE
1960,"Squaw Valley","Skating","Speed skating","URS","1500m","W","Gold",TRUE
1960,"Squaw Valley","Skating","Speed skating","URS","3000m","W","Gold",TRUE
1960,"Squaw Valley","Skating","Speed skating","URS","3000m","W","Silver",FALSE
1960,"Squaw Valley","Skating","Speed skating","URS","5000m","M","Gold",TRUE
1960,"Squaw Valley","Skating","Speed skating","URS","500m","M","Bronze",FALSE
1960,"Squaw Valley","Skating","Speed skating","URS","500m","M","Gold",TRUE
1960,"Squaw Valley","Skating","Speed skating","URS","500m","W","Silver",FALSE
1960,"Squaw Valley","Skiing","Cross Country S","URS","10km","W","Bronze",FALSE
1960,"Squaw Valley","Skiing","Cross Country S","URS","10km","W","Gold",TRUE
1960,"Squaw Valley","Skiing","Cross Country S","URS","10km","W","Silver",FALSE
1960,"Squaw Valley","Skiing","Cross Country S","URS","30km mass start","M","Bronze",FALSE
1960,"Squaw Valley","Skiing","Cross Country S","URS","3x5km relay","W","Silver",FALSE
1960,"Squaw Valley","Skiing","Cross Country S","URS","4x10km relay","M","Bronze",FALSE
1960,"Squaw Valley","Skiing","Nordic Combined","URS","individual","M","Bronze",FALSE
1960,"Squaw Valley","Ice Hockey","Ice Hockey","USA","ice hockey","M","Gold",TRUE
1960,"Squaw Valley","Skating","Figure skating","USA","individual","M","Gold",TRUE
1960,"Squaw Valley","Skating","Figure skating","USA","individual","W","Bronze",FALSE
1960,"Squaw Valley","Skating","Figure skating","USA","individual","W","Gold",TRUE
1960,"Squaw Valley","Skating","Figure skating","USA","pairs","X","Bronze",FALSE
1960,"Squaw Valley","Skating","Speed skating","USA","500m","M","Silver",FALSE
1960,"Squaw Valley","Skating","Speed skating","USA","500m","W","Bronze",FALSE
1960,"Squaw Valley","Skiing","Alpine Skiing","USA","downhill","W","Silver",FALSE
1960,"Squaw Valley","Skiing","Alpine Skiing","USA","giant slalom","W","Silver",FALSE
1960,"Squaw Valley","Skiing","Alpine Skiing","USA","slalom","W","Silver",FALSE
1964,"Innsbruck","Bobsleigh","Bobsleigh","AUT","four-man","M","Silver",FALSE
1964,"Innsbruck","Luge","Luge","AUT","doubles","X","Gold",TRUE
1964,"Innsbruck","Luge","Luge","AUT","doubles","X","Silver",FALSE
1964,"Innsbruck","Luge","Luge","AUT","singles","W","Bronze",FALSE
1964,"Innsbruck","Skating","Figure skating","AUT","individual","W","Silver",FALSE
1964,"Innsbruck","Skiing","Alpine Skiing","AUT","downhill","M","Gold",TRUE
1964,"Innsbruck","Skiing","Alpine Skiing","AUT","downhill","W","Bronze",FALSE
1964,"Innsbruck","Skiing","Alpine Skiing","AUT","downhill","W","Gold",TRUE
1964,"Innsbruck","Skiing","Alpine Skiing","AUT","downhill","W","Silver",FALSE
1964,"Innsbruck","Skiing","Alpine Skiing","AUT","giant slalom","M","Bronze",FALSE
1964,"Innsbruck","Skiing","Alpine Skiing","AUT","giant slalom","M","Silver",FALSE
1964,"Innsbruck","Skiing","Alpine Skiing","AUT","slalom","M","Gold",TRUE
1964,"Innsbruck","Bobsleigh","Bobsleigh","CAN","four-man","M","Gold",TRUE
1964,"Innsbruck","Skating","Figure skating","CAN","individual","W","Bronze",FALSE
1964,"Innsbruck","Skating","Figure skating","CAN","pairs","X","Bronze",FALSE
1964,"Innsbruck","Luge","Luge","EUA","singles","M","Bronze",FALSE
1964,"Innsbruck","Luge","Luge","EUA","singles","M","Gold",TRUE
1964,"Innsbruck","Luge","Luge","EUA","singles","M","Silver",FALSE
1964,"Innsbruck","Luge","Luge","EUA","singles","W","Gold",TRUE
1964,"Innsbruck","Luge","Luge","EUA","singles","W","Silver",FALSE
1964,"Innsbruck","Skating","Figure skating","EUA","individual","M","Gold",TRUE
1964,"Innsbruck","Skating","Figure skating","EUA","pairs","X","Silver",FALSE
1964,"Innsbruck","Skiing","Alpine Skiing","EUA","downhill","M","Bronze",FALSE
1964,"Innsbruck","Skiing","Nordic Combined","EUA","individual","M","Bronze",FALSE
1964,"Innsbruck","Skating","Speed skating","FIN","1000m","W","Bronze",FALSE
1964,"Innsbruck","Skating","Speed skating","FIN","1500m","W","Silver",FALSE
1964,"Innsbruck","Skiing","Cross Country S","FIN","15km","M","Gold",TRUE
1964,"Innsbruck","Skiing","Cross Country S","FIN","30km mass start","M","Gold",TRUE
1964,"Innsbruck","Skiing","Cross Country S","FIN","3x5km relay","W","Bronze",FALSE
1964,"Innsbruck","Skiing","Cross Country S","FIN","4x10km relay","M","Silver",FALSE
1964,"Innsbruck","Skiing","Cross Country S","FIN","50km","M","Bronze",FALSE
1964,"Innsbruck","Skiing","Cross Country S","FIN","5km","W","Silver",FALSE
1964,"Innsbruck","Skiing","Ski Jumping","FIN","K120 individual (90m)","M","Silver",FALSE
1964,"Innsbruck","Skiing","Ski Jumping","FIN","K90 individual (70m)","M","Gold",TRUE
1964,"Innsbruck","Skating","Figure skating","FRA","individual","M","Silver",FALSE
1964,"Innsbruck","Skiing","Alpine Skiing","FRA","downhill","M","Silver",FALSE
1964,"Innsbruck","Skiing","Alpine Skiing","FRA","giant slalom","M","Gold",TRUE
1964,"Innsbruck","Skiing","Alpine Skiing","FRA","giant slalom","W","Gold",TRUE
1964,"Innsbruck","Skiing","Alpine Skiing","FRA","giant slalom","W","Silver",FALSE
1964,"Innsbruck","Skiing","Alpine Skiing","FRA","slalom","W","Gold",TRUE
1964,"Innsbruck","Skiing","Alpine Skiing","FRA","slalom","W","Silver",FALSE
1964,"Innsbruck","Bobsleigh","Bobsleigh","GBR","two-man","M","Gold",TRUE
1964,"Innsbruck","Bobsleigh","Bobsleigh","ITA","four-man","M","Bronze",FALSE
1964,"Innsbruck","Bobsleigh","Bobsleigh","ITA","two-man","M","Bronze",FALSE
1964,"Innsbruck","Bobsleigh","Bobsleigh","ITA","two-man","M","Silver",FALSE
1964,"Innsbruck","Luge","Luge","ITA","doubles","X","Bronze",FALSE
1964,"Innsbruck","Skating","Figure skating","NED","individual","W","Gold",TRUE
1964,"Innsbruck","Skating","Speed skating","NED","1500m","M","Silver",FALSE
1964,"Innsbruck","Biathlon","Biathlon","NOR","20km","M","Bronze",FALSE
1964,"Innsbruck","Skating","Speed skating","NOR","10000m","M","Bronze",FALSE
1964,"Innsbruck","Skating","Speed skating","NOR","10000m","M","Silver",FALSE
1964,"Innsbruck","Skating","Speed skating","NOR","1500m","M","Bronze",FALSE
1964,"Innsbruck","Skating","Speed skating","NOR","5000m","M","Bronze",FALSE
1964,"Innsbruck","Skating","Speed skating","NOR","5000m","M","Gold",TRUE
1964,"Innsbruck","Skating","Speed skating","NOR","5000m","M","Silver",FALSE
1964,"Innsbruck","Skating","Speed skating","NOR","500m","M","Silver",FALSE
1964,"Innsbruck","Skiing","Cross Country S","NOR","15km","M","Silver",FALSE
1964,"Innsbruck","Skiing","Cross Country S","NOR","30km mass start","M","Silver",FALSE
1964,"Innsbruck","Skiing","Nordic Combined","NOR","individual","M","Gold",TRUE
1964,"Innsbruck","Skiing","Ski Jumping","NOR","K120 individual (90m)","M","Bronze",FALSE
1964,"Innsbruck","Skiing","Ski Jumping","NOR","K120 individual (90m)","M","Gold",TRUE
1964,"Innsbruck","Skiing","Ski Jumping","NOR","K90 individual (70m)","M","Bronze",FALSE
1964,"Innsbruck","Skiing","Ski Jumping","NOR","K90 individual (70m)","M","Silver",FALSE
1964,"Innsbruck","Skating","Speed skating","PRK","3000m","W","Silver",FALSE
1964,"Innsbruck","Ice Hockey","Ice Hockey","SWE","ice hockey","M","Silver",FALSE
1964,"Innsbruck","Skating","Speed skating","SWE","10000m","M","Gold",TRUE
1964,"Innsbruck","Skiing","Cross Country S","SWE","15km","M","Bronze",FALSE
1964,"Innsbruck","Skiing","Cross Country S","SWE","3x5km relay","W","Silver",FALSE
1964,"Innsbruck","Skiing","Cross Country S","SWE","4x10km relay","M","Gold",TRUE
1964,"Innsbruck","Skiing","Cross Country S","SWE","50km","M","Gold",TRUE
1964,"Innsbruck","Skiing","Cross Country S","SWE","50km","M","Silver",FALSE
1964,"Innsbruck","Ice Hockey","Ice Hockey","TCH","ice hockey","M","Bronze",FALSE
1964,"Innsbruck","Biathlon","Biathlon","URS","20km","M","Gold",TRUE
1964,"Innsbruck","Biathlon","Biathlon","URS","20km","M","Silver",FALSE
1964,"Innsbruck","Ice Hockey","Ice Hockey","URS","ice hockey","M","Gold",TRUE
1964,"Innsbruck","Skating","Figure skating","URS","pairs","X","Gold",TRUE
1964,"Innsbruck","Skating","Speed skating","URS","1000m","W","Gold",TRUE
1964,"Innsbruck","Skating","Speed skating","URS","1000m","W","Silver",FALSE
1964,"Innsbruck","Skating","Speed skating","URS","1500m","M","Gold",TRUE
1964,"Innsbruck","Skating","Speed skating","URS","1500m","W","Bronze",FALSE
1964,"Innsbruck","Skating","Speed skating","URS","1500m","W","Gold",TRUE
1964,"Innsbruck","Skating","Speed skating","URS","3000m","W","Gold",TRUE
1964,"Innsbruck","Skating","Speed skating","URS","3000m","W","Silver",FALSE
1964,"Innsbruck","Skating","Speed skating","URS","500m","M","Silver",FALSE
1964,"Innsbruck","Skating","Speed skating","URS","500m","M","Silver",FALSE
1964,"Innsbruck","Skating","Speed skating","URS","500m","W","Bronze",FALSE
1964,"Innsbruck","Skating","Speed skating","URS","500m","W","Gold",TRUE
1964,"Innsbruck","Skating","Speed skating","URS","500m","W","Silver",FALSE
1964,"Innsbruck","Skiing","Cross Country S","URS","10km","W","Bronze",FALSE
1964,"Innsbruck","Skiing","Cross Country S","URS","10km","W","Gold",TRUE
1964,"Innsbruck","Skiing","Cross Country S","URS","10km","W","Silver",FALSE
